,FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Paragraph1,Paragraph2,Paragraph3,Paragraph4,Paragraph5,Paragraph6,Text_Area,SubFigure1,SubFigure2,SubFigure3,Figure,Formula
67,68.0,347.4883,438.4826,20555.8846,20855.8201,299.9355,0.2439,0,0,1,0,0,0,1,0,0,0,0,0
68,69.0,219.5355,426.455,20964.1315,21414.0809,449.9495,0.2043,0,0,1,0,0,0,1,0,0,0,0,0
69,70.0,301.6147,420.295,21472.4104,21764.0429,291.6325,0.2132,0,0,1,0,0,0,1,0,0,0,0,0
70,71.0,179.1924,417.9084,21805.7102,21997.4023,191.6921,0.3297,0,0,1,0,0,0,1,0,0,0,0,0
71,72.0,192.5287,202.3821,22055.6743,22288.9826,233.3083,0.1995,1,0,0,0,0,0,1,0,0,0,0,0
72,73.0,650.4591,162.4434,22339.0389,22547.302000000003,208.2631,0.2356,0,0,0,0,0,0,0,0,0,0,0,0
73,74.0,124.8998,415.6493,22655.6292,22763.9342,108.3049,0.1264,0,0,1,0,0,0,1,0,0,0,0,0
74,75.0,153.6022,434.7067,22772.26,22888.9322,116.6721,0.1913,0,0,1,0,0,0,1,0,0,0,0,0
75,76.0,151.0001,200.0476,22922.266,23138.9011,216.635,0.1415,1,0,0,0,0,0,1,0,0,0,0,0
76,77.0,633.4134,162.7799,23222.2145,23438.8858,216.6712,0.1786,0,0,0,0,0,0,0,0,0,0,0,0
77,78.0,733.9249,177.2139,23497.1891,23638.8505,141.6615,0.2213,0,1,0,0,0,0,1,0,0,0,0,0
78,79.0,808.5556,164.3056,23655.5055,23805.4938,149.9883,0.182,0,0,0,0,0,0,0,0,0,0,0,0
79,80.0,685.0504,160.8003,23872.1652,23988.8121,116.6469,0.1937,0,0,0,0,0,0,0,0,0,0,0,0
80,81.0,340.8812,199.61900000000003,24113.7914,24313.8189,200.0275,0.2092,1,0,0,0,0,0,1,0,0,0,0,0
81,82.0,366.0742,192.0007,24338.8001,24580.4081,241.608,0.2032,1,0,0,0,0,0,1,0,0,0,0,0
82,83.0,433.3493,190.7486,24813.7038,24947.0199,133.316,0.1971,1,0,0,0,0,0,1,0,0,0,0,0
83,84.0,493.0946,182.7989,24997.0186,25180.3357,183.3171,0.2028,1,0,0,0,0,0,1,0,0,0,0,0
84,85.0,364.4169,181.7707,25238.6917,25480.2922,241.6005,0.1137,1,0,0,0,0,0,1,0,0,0,0,0
85,86.0,406.2083,191.4167,25505.3123,25655.2905,149.9783,0.2432,1,0,0,0,0,0,1,0,0,0,0,0
86,87.0,190.0718,243.5055,26280.2089,26413.5635,133.3546,0.1808,1,0,0,0,0,0,1,0,0,0,0,0
87,88.0,214.8197,193.9161,27413.4223,27571.7399,158.3177,0.1813,1,0,0,0,0,0,1,0,0,0,0,0
88,89.0,156.2727,222.6843,39687.0651,39978.6943,291.6292,0.2277,1,0,0,0,0,0,1,0,0,0,0,0
89,90.0,312.3331,198.3324,41078.5666,41153.5817,75.0152,0.2086,1,0,0,0,0,0,1,0,0,0,0,0
90,91.0,1295.9265,187.6424,167297.9227,167381.2351,83.3124,0.2783,0,0,0,0,0,0,0,0,0,0,0,1
91,92.0,1373.7162,196.1449,167464.5604,167547.8993,83.3389,0.2105,0,0,0,0,0,0,0,0,0,0,0,1
92,93.0,1586.9988,196.9998,167814.5335,167914.5241,99.9905,0.2432,0,0,0,0,0,0,0,0,0,0,0,1
93,94.0,1674.1364,211.7273,167972.8562,168064.50699999998,91.6508,0.2256,0,0,0,0,0,0,0,0,0,0,0,1
94,95.0,1460.8334,232.234,172344.2742,172502.5861,158.312,0.1978,0,0,0,0,0,0,0,0,0,0,0,1
95,96.0,1372.5413,212.672,172552.5977,172844.241,291.6433,0.2482,0,0,0,0,0,0,0,0,0,0,0,1
96,97.0,1310.6571,217.3413,172860.9079,173060.8921,199.9842,0.2226,0,0,0,0,0,0,0,0,0,0,0,1
97,98.0,1416.6685,205.6984,173110.848,173277.5114,166.6634,0.2509,0,0,0,0,0,0,0,0,0,0,0,1
98,99.0,1481.2356,216.8731,173310.858,173485.8089,174.9508,0.302,0,0,0,0,0,0,0,0,0,0,0,1
99,100.0,1547.4738,236.1853,173502.4725,174602.3538,1099.8813,0.3435,0,0,0,0,0,0,0,0,0,0,0,1
100,101.0,1625.9899,232.8343,174635.6991,174918.9793,283.2802,0.2078,0,0,0,0,0,0,0,0,0,0,0,1
